Gender,Religion_ID,Marital_Status,Designation_ID,Status,Employment_Type,Designation,Year_of_Birth,Joined_Date,Joined_Month,Joined_Year,Inactive_Day,Inactive_Month,Inactive_Year,Employment_Category_Labour,Employment_Category_Management,Employment_Category_Staff
1,1,1,24,1,1,Driver,1965,8,12,1993,,,,0,0,1
1,1,1,24,1,1,Driver,1973,14,3,1995,,,,0,0,1
1,1,1,23,0,1,Account Clerk,1974,27,1,1988,28.0,6.0,2021.0,0,0,1
0,4,1,40,0,1,Purchasing Officer,1974,1,10,1999,31.0,1.0,2022.0,0,0,1
1,1,1,7,1,1,Store Keeper,1980,26,1,2001,,,,0,0,1
1,1,1,22,0,1,Technical Officer,1962,29,9,2003,31.0,8.0,2020.0,0,0,1
1,1,1,22,1,1,Technical Officer,1969,10,11,2003,,,,0,0,1
1,1,1,126,1,1,Project Coordinator ,1981,16,2,2004,,,,0,0,1
0,1,0,23,1,1,Account Clerk,1974,1,6,2005,,,,0,0,1
1,1,1,41,0,1,Electrician,1967,1,7,2006,31.0,1.0,2022.0,0,0,1
1,1,1,42,0,1,Transport Officer,1976,29,8,2006,5.0,5.0,2021.0,0,1,0
1,3,0,7,1,1,Store Keeper,1986,1,11,2006,,,,0,0,1
1,1,1,24,0,1,Driver,1975,25,5,2007,23.0,5.0,2021.0,0,0,1
1,1,1,43,0,1,Operator - JCB,1984,12,11,2007,10.0,9.0,2020.0,0,0,1
1,1,1,44,0,1,Driver - Boom,1973,15,11,2008,21.0,5.0,2020.0,0,0,1
0,1,0,45,0,0,Construction Manager,1963,2,8,2010,30.0,4.0,2021.0,0,1,0
1,1,1,46,0,0,Operator - Crane,1981,5,8,2010,27.0,9.0,2020.0,0,0,1
1,1,1,35,1,0,Operator-Excavator,1990,26,10,2010,,,,0,0,1
1,1,1,7,1,0,Store Keeper,1961,24,3,2011,,,,0,0,1
1,5,0,48,1,0,Draughtsman,1982,3,11,2011,,,,0,0,1
1,1,1,33,0,0,Site Engineer,1965,21,11,2011,28.0,7.0,2020.0,0,0,1
1,1,0,27,0,0,Supervisor,1991,25,1,2012,30.0,6.0,2020.0,0,0,1
1,1,1,24,1,0,Driver,1978,29,1,2012,,,,0,0,1
1,5,1,22,1,0,Technical Officer,1982,17,3,2012,,,,0,0,1
1,1,1,24,1,0,Driver,1994,21,5,2012,,,,0,0,1
1,1,1,8,1,0,Quantity Surveyor,1989,5,6,2012,,,,0,0,1
1,1,1,49,1,0,Junior Technical Officer,1986,6,7,2012,,,,0,0,1
1,1,1,22,0,0,Technical Officer,1989,18,11,2012,30.0,3.0,2020.0,0,0,1
1,1,1,24,1,0,Driver,1994,14,12,2012,,,,0,0,1
1,1,1,37,0,0,Driver-Tractor,1960,24,1,2013,14.0,11.0,2019.0,0,0,1
1,5,1,22,1,0,Technical Officer,1989,5,2,2013,,,,0,0,1
1,5,1,6,1,0,Project Manager,1965,1,4,2013,,,,0,0,1
1,1,1,46,0,0,Operator - Crane,1993,27,6,2013,17.0,12.0,2021.0,0,0,1
1,1,0,67,1,0,Operator - Loader,1993,21,8,2013,,,,0,0,1
1,3,1,27,0,0,Supervisor,1989,28,1,2014,31.0,8.0,2021.0,0,0,1
1,3,0,27,1,0,Supervisor,1988,24,1,2014,,,,0,0,1
1,1,1,7,1,0,Store Keeper,1972,25,2,2014,,,,0,0,1
1,1,0,24,0,0,Driver,1995,22,2,2014,31.0,8.0,2020.0,0,0,1
1,1,1,43,0,0,Operator - JCB,1992,3,5,2014,28.0,8.0,2020.0,0,0,1
1,1,0,36,1,0,Engineer Assistant,1987,4,6,2014,,,,0,0,1
1,1,1,27,0,0,Supervisor,1983,9,6,2014,5.0,12.0,2019.0,0,0,1
1,3,0,8,0,0,Quantity Surveyor,1990,17,9,2014,22.0,6.0,2020.0,0,0,1
1,1,0,8,1,0,Quantity Surveyor,1990,1,10,2014,,,,0,0,1
1,1,0,52,0,0,Moter Mechanic,1995,5,2,2015,30.0,5.0,2021.0,0,0,1
1,1,1,24,1,0,Driver,1983,28,4,2015,,,,0,0,1
1,1,0,35,0,0,Operator-Excavator,1997,1,5,2015,31.0,8.0,2021.0,0,0,1
1,3,0,54,0,0,Lab Technician,1985,2,6,2016,6.0,10.0,2020.0,0,0,1
1,4,1,36,0,0,Engineer Assistant,1982,1,6,2015,25.0,7.0,2021.0,0,0,1
1,3,1,27,0,0,Supervisor,1986,1,6,2015,25.0,3.0,2021.0,0,0,1
1,1,1,22,0,0,Technical Officer,1988,24,8,2015,31.0,5.0,2021.0,0,0,1
1,1,1,24,1,0,Driver,1995,1,9,2015,,,,0,0,1
1,1,0,24,0,0,Driver,1997,2,1,2016,31.0,8.0,2022.0,0,0,1
0,1,1,8,0,0,Quantity Surveyor,1981,5,2,2016,30.0,4.0,2021.0,0,0,1
1,1,1,57,1,0,Driver - Truck Mixture,1987,12,5,2016,,,,0,0,1
1,1,0,24,0,0,Driver,1988,26,5,2016,31.0,8.0,2021.0,0,0,1
1,1,1,38,0,0,Office Assistant,1965,15,8,2016,31.0,8.0,2022.0,0,0,1
1,1,1,58,0,0,Sociologist,1962,3,7,2020,26.0,10.0,2021.0,0,0,1
0,1,1,48,1,0,Draughtsman,1980,15,9,2016,,,,0,0,1
1,1,1,62,1,0,S/Skill,1947,1,1,2019,,,,1,0,0
1,1,1,63,0,0,Junior Quantity Surveyor,1993,1,11,2016,27.0,9.0,2022.0,0,0,1
1,1,1,64,0,0,Safety Officer,1972,28,11,2016,30.0,6.0,2021.0,0,0,1
1,1,0,22,1,0,Technical Officer,1988,15,12,2016,,,,0,0,1
1,3,1,27,1,0,Supervisor,1981,15,12,2016,,,,0,0,1
1,1,1,8,0,0,Quantity Surveyor,1991,19,12,2016,22.0,12.0,2021.0,0,0,1
1,1,0,59,1,0,Autocad Draughtsman ,1991,16,1,2017,,,,0,0,1
1,1,0,113,1,0,Operation Executive,1981,10,1,2017,,,,0,0,1
0,1,0,59,0,0,Autocad Draughtsman ,1989,30,1,2017,20.0,8.0,2021.0,0,0,1
1,1,1,6,0,0,Project Manager,1966,16,2,2017,31.0,10.0,2020.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1955,1,1,2019,31.0,5.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1966,1,1,2019,10.0,12.0,2020.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1976,3,12,2020,9.0,4.0,2021.0,1,0,0
1,1,0,22,0,0,Technical Officer,1985,1,3,2017,29.0,2.0,2020.0,0,1,0
1,1,1,7,1,0,Store Keeper,1961,23,3,2017,,,,0,0,1
1,3,0,49,0,0,Junior Technical Officer,1983,27,3,2017,19.0,2.0,2022.0,0,0,1
1,1,1,30,0,0,Semi Skilled Labor,1983,1,1,2019,31.0,3.0,2020.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1967,1,6,2020,25.0,9.0,2020.0,1,0,0
1,1,1,30,0,0,Semi Skilled Labor,1955,1,3,2020,31.0,3.0,2020.0,1,0,0
1,1,1,1,0,0,Skilled Labor,1983,1,1,2019,1.0,6.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1976,1,1,2019,31.0,5.0,2022.0,1,0,0
1,3,1,31,1,0,Unskilled Labor,1983,1,1,2019,,,,1,0,0
1,1,0,1,0,0,Skilled Labor,1992,1,4,2021,28.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1959,1,1,2019,28.0,11.0,2020.0,1,0,0
1,5,1,22,0,0,Technical Officer,1985,3,4,2017,27.0,11.0,2021.0,0,0,1
0,1,1,70,0,0,Data Entry Operator,1992,15,5,2017,30.0,8.0,2020.0,0,0,1
1,3,1,69,0,0,Site Supervisor,1989,6,7,2017,3.0,4.0,2020.0,0,0,1
0,1,0,59,1,0,Autocad Draughtsman ,1984,5,6,2017,,,,0,0,1
1,1,1,22,0,0,Technical Officer,1986,19,6,2017,23.0,5.0,2021.0,0,0,1
1,1,1,1,0,0,Skilled Labor,1983,1,2,2021,4.0,5.0,2022.0,1,0,0
1,1,1,124,1,0,Mason,1992,1,1,2019,,,,1,0,0
1,3,0,31,0,0,Unskilled Labor,1995,1,1,2019,31.0,12.0,2020.0,1,0,0
1,1,1,29,1,0,Cook,1957,1,1,2019,,,,1,0,0
1,1,1,22,1,0,Technical Officer,1988,1,7,2017,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1958,7,12,2020,31.0,10.0,2021.0,1,0,0
1,3,1,31,0,0,Unskilled Labor,1991,1,1,2019,2.0,3.0,2021.0,1,0,0
1,1,1,37,0,0,Driver-Tractor,1959,28,8,2017,30.0,6.0,2021.0,0,0,1
1,1,1,24,0,0,Driver,1983,9,9,2017,30.0,5.0,2020.0,0,0,1
0,3,1,8,0,0,Quantity Surveyor,1993,15,9,2017,13.0,3.0,2020.0,0,0,1
1,3,0,8,0,0,Quantity Surveyor,1991,15,9,2017,10.0,2.0,2022.0,0,0,1
1,1,0,24,0,0,Driver,1994,2,10,2017,12.0,6.0,2020.0,0,0,1
0,1,0,65,0,0,Design Engineer,1994,1,11,2017,25.0,1.0,2021.0,0,0,1
1,1,0,8,0,0,Quantity Surveyor,1992,22,12,2017,21.0,10.0,2020.0,0,0,1
1,1,0,72,1,0,IT Executive,1990,15,1,2018,,,,0,0,1
0,1,0,8,1,0,Quantity Surveyor,1993,15,1,2018,,,,0,0,1
1,1,1,1,0,0,Skilled Labor,1983,1,1,2019,30.0,6.0,2020.0,1,0,0
1,1,1,1,0,0,Skilled Labor,1983,1,1,2019,30.0,11.0,2020.0,1,0,0
0,1,1,31,1,0,Unskilled Labor,1970,1,1,2019,,,,1,0,0
1,1,1,1,0,0,Skilled Labor,1994,9,1,2019,31.0,12.0,2020.0,1,0,0
1,3,0,31,0,0,Unskilled Labor,1997,1,1,2019,12.0,1.0,2022.0,1,0,0
1,5,0,69,0,0,Site Supervisor,1997,16,2,2018,28.0,2.0,2021.0,0,0,1
1,1,1,107,1,0,Social Environment Officer,1991,22,2,2018,,,,0,0,1
1,5,0,27,0,0,Supervisor,1994,18,4,2018,11.0,8.0,2020.0,0,0,1
1,1,0,43,0,0,Operator - JCB,1993,20,4,2018,31.0,5.0,2020.0,0,0,1
0,1,0,88,0,0,Trainee QS,1995,2,10,2019,30.0,6.0,2020.0,0,0,1
0,1,0,111,0,0,Management Trainee,1994,22,10,2019,31.0,8.0,2020.0,0,0,1
1,1,0,89,1,0,Planning Engineer,1990,22,4,2019,,,,0,0,1
1,1,1,97,0,0,Foreman,1978,6,6,2019,19.0,6.0,2020.0,0,1,0
1,1,0,101,0,0,Excavator Operator,2001,5,12,2020,31.0,5.0,2021.0,0,0,1
1,1,1,24,0,0,Driver,1973,1,9,2019,27.0,12.0,2022.0,0,0,1
0,1,0,175,1,0,Store Supervisor,1984,14,10,2019,,,,0,0,1
1,1,0,17,0,0,Account Executive,1996,25,10,2019,10.0,3.0,2020.0,0,0,1
1,1,0,78,0,0,Assistant Accountant,1992,19,7,2018,17.0,7.0,2020.0,0,0,1
1,1,1,193,0,0,Manager Finance & Operations,1983,1,11,2018,20.0,7.0,2022.0,0,1,0
1,1,1,127,1,0,Chief Operating Officer,1972,1,11,2018,,,,0,1,0
1,1,1,110,1,0,Chief Executive Officer,1983,1,11,2018,,,,0,1,0
1,1,0,79,0,0,Helper - Lorry,1995,18,12,2018,31.0,8.0,2020.0,0,0,1
0,1,1,84,0,0,HR Executive,1992,21,1,2019,4.0,12.0,2020.0,0,0,1
1,1,0,88,0,0,Trainee QS,1998,11,3,2019,5.0,12.0,2020.0,0,0,1
1,1,0,88,0,0,Trainee QS,1997,11,3,2019,10.0,6.0,2020.0,0,0,1
1,1,0,113,0,0,Operation Executive,1995,15,5,2019,18.0,9.0,2021.0,0,0,1
1,1,1,45,0,0,Construction Manager,1966,3,6,2019,20.0,9.0,2021.0,0,1,0
1,4,0,98,0,0,Store Executive,1985,12,6,2019,28.0,10.0,2020.0,0,0,1
0,1,1,84,0,0,HR Executive,1990,5,8,2019,28.0,2.0,2021.0,0,0,1
1,1,0,24,0,0,Driver,1992,5,9,2019,31.0,5.0,2021.0,0,0,1
0,1,1,104,0,0,Accountant,1983,1,11,2019,12.0,6.0,2020.0,0,0,1
0,1,0,143,0,0,HR Assistant,1999,1,8,2020,12.0,12.0,2020.0,0,0,1
1,1,1,22,1,1,Technical Officer,1965,12,7,1999,,,,0,0,1
1,1,1,7,1,1,Store Keeper,1981,29,9,2003,,,,0,0,1
1,1,1,36,1,0,Engineer Assistant,1988,10,8,2019,,,,0,0,1
1,1,1,8,0,0,Quantity Surveyor,1990,5,8,2019,15.0,8.0,2020.0,0,0,1
1,1,1,22,0,0,Technical Officer,1983,1,8,2019,13.0,6.0,2020.0,0,0,1
1,1,1,36,0,0,Engineer Assistant,1961,1,8,2019,19.0,11.0,2020.0,0,0,1
1,5,0,22,0,0,Technical Officer,1983,1,8,2019,31.0,12.0,2019.0,0,0,1
1,1,1,22,0,0,Technical Officer,1995,1,8,2019,14.0,12.0,2019.0,0,0,1
1,1,1,22,0,0,Technical Officer,1991,15,8,2019,31.0,1.0,2020.0,0,0,1
1,1,0,22,0,0,Technical Officer,1992,2,8,2019,7.0,12.0,2019.0,0,0,1
1,1,1,27,0,0,Supervisor,1993,1,8,2019,30.0,11.0,2019.0,0,0,1
1,1,0,22,1,0,Technical Officer,1991,22,8,2019,,,,0,0,1
0,1,0,157,1,0,Business Analyst,1988,1,12,2019,,,,0,0,1
1,1,1,22,0,0,Technical Officer,1961,13,1,2020,24.0,6.0,2020.0,0,0,1
0,1,0,48,0,0,Draughtsman,1996,27,1,2020,30.0,11.0,2021.0,0,0,1
1,3,0,22,0,0,Technical Officer,1993,6,1,2020,31.0,1.0,2020.0,0,0,1
1,1,1,33,0,0,Site Engineer,1981,13,1,2020,30.0,7.0,2021.0,0,0,1
1,1,1,6,0,0,Project Manager,1984,2,12,2019,18.0,9.0,2020.0,0,0,1
1,1,1,7,1,0,Store Keeper,1996,4,12,2019,,,,0,0,1
0,1,0,89,0,0,Planning Engineer,1993,4,12,2019,3.0,5.0,2021.0,0,0,1
1,3,0,22,0,0,Technical Officer,1994,10,12,2019,14.0,2.0,2021.0,0,0,1
0,1,1,84,0,0,HR Executive,1986,26,12,2019,31.0,7.0,2020.0,0,0,1
1,3,1,9,0,0,Assistance QS,1995,30,12,2019,12.0,9.0,2022.0,0,0,1
1,1,1,27,0,0,Supervisor,1971,30,12,2019,30.0,4.0,2022.0,0,0,1
1,1,1,7,0,0,Store Keeper,1946,1,7,2019,31.0,7.0,2021.0,0,0,1
1,1,1,33,0,0,Site Engineer,1983,26,2,2019,31.0,10.0,2021.0,0,0,1
1,3,0,8,0,0,Quantity Surveyor,1993,24,7,2019,28.0,2.0,2022.0,0,0,1
1,5,0,33,0,0,Site Engineer,1994,23,4,2019,29.0,9.0,2020.0,0,0,1
1,1,1,64,0,0,Safety Officer,1984,24,7,2019,26.0,2.0,2022.0,0,0,1
1,1,0,27,0,0,Supervisor,1991,23,7,2019,30.0,7.0,2021.0,0,0,1
1,1,0,27,1,0,Supervisor,1993,23,7,2019,,,,0,0,1
1,1,0,8,0,0,Quantity Surveyor,1987,1,7,2019,30.0,11.0,2021.0,0,0,1
1,1,0,36,0,0,Engineer Assistant,1990,15,9,2019,23.0,11.0,2020.0,0,0,1
1,1,0,108,1,0,QAQC Engineer,1992,15,9,2019,,,,0,0,1
1,1,1,6,0,0,Project Manager,1965,2,6,2018,12.0,2.0,2021.0,0,0,1
0,1,0,48,0,0,Draughtsman,1993,26,8,2019,25.0,10.0,2021.0,0,0,1
1,1,0,22,1,0,Technical Officer,1990,2,9,2019,,,,0,0,1
